question_type,question,answer,player_id,player_name,club_id,club_name,league_id,league_name,reasoning_path
pattern_e_team_league,Which league does the team of uğur yılmaz play in?,Bank Asya 1.League,Q15156139,uğur yılmaz,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,uğur yılmaz --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of halil zeybek play in?,Bank Asya 1.League,Q1571121,halil zeybek,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,halil zeybek --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of mehmet gurkan ozturk play in?,Bank Asya 1.League,Q15715544,mehmet gurkan ozturk,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,mehmet gurkan ozturk --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of haydar yılmaz play in?,Bank Asya 1.League,Q1591836,haydar yılmaz,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,haydar yılmaz --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Cem Tosun play in?,Bank Asya 1.League,Q16727888,Cem Tosun,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Cem Tosun --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Fahri Tatan play in?,Bank Asya 1.League,Q178148,Fahri Tatan,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Fahri Tatan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Mehmet Uslu play in?,Bank Asya 1.League,Q1795846,Mehmet Uslu,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Mehmet Uslu --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of mehmet al play in?,Bank Asya 1.League,Q1917306,mehmet al,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,mehmet al --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Mehmet Turkmehmet play in?,Bank Asya 1.League,Q1917362,Mehmet Turkmehmet,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Mehmet Turkmehmet --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Muhammed Türkmen play in?,Bank Asya 1.League,Q1951914,Muhammed Türkmen,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Muhammed Türkmen --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of olgay coskun play in?,Bank Asya 1.League,Q2019770,olgay coskun,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,olgay coskun --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of oğuz dağlaroğlu play in?,Bank Asya 1.League,Q2043168,oğuz dağlaroğlu,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,oğuz dağlaroğlu --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of emrullah güvenç play in?,Bank Asya 1.League,Q2085193,emrullah güvenç,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,emrullah güvenç --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of volkan demirel play in?,Bank Asya 1.League,Q209992,volkan demirel,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,volkan demirel --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of serkan ozsoy play in?,Bank Asya 1.League,Q2273768,serkan ozsoy,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,serkan ozsoy --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of ugur akdemir play in?,Bank Asya 1.League,Q2505079,ugur akdemir,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,ugur akdemir --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of erman özgür play in?,Bank Asya 1.League,Q2542760,erman özgür,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,erman özgür --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of erdem özgenç play in?,Bank Asya 1.League,Q281384,erdem özgenç,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,erdem özgenç --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of yasin celik play in?,Bank Asya 1.League,Q2856378,yasin celik,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,yasin celik --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Murat Onur play in?,Bank Asya 1.League,Q2947435,Murat Onur,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Murat Onur --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Onder Cengel play in?,Bank Asya 1.League,Q297605,Onder Cengel,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Onder Cengel --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of ozden onguen play in?,Bank Asya 1.League,Q307761,ozden onguen,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,ozden onguen --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Abdullah Karmil play in?,Bank Asya 1.League,Q317678,Abdullah Karmil,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Abdullah Karmil --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Umit Tutunci play in?,Bank Asya 1.League,Q334864,Umit Tutunci,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Umit Tutunci --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Iskender Alın play in?,Bank Asya 1.League,Q344050,Iskender Alın,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Iskender Alın --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Ayibogan play in?,Bank Asya 1.League,Q347327,Ayibogan,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Ayibogan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of adem sari play in?,Bank Asya 1.League,Q355687,adem sari,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,adem sari --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Erhan Senturk play in?,Bank Asya 1.League,Q433099,Erhan Senturk,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Erhan Senturk --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Cahit Paşa play in?,Bank Asya 1.League,Q5017432,Cahit Paşa,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Cahit Paşa --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Kürşat Duymuş play in?,Bank Asya 1.League,Q523813,Kürşat Duymuş,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Kürşat Duymuş --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Ender Alkan play in?,Bank Asya 1.League,Q5376054,Ender Alkan,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Ender Alkan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Arif Şahin play in?,Bank Asya 1.League,Q547786,Arif Şahin,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Arif Şahin --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of guven guneri play in?,Bank Asya 1.League,Q5627176,guven guneri,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,guven guneri --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of berkin kamil aslan play in?,Bank Asya 1.League,Q588864,berkin kamil aslan,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,berkin kamil aslan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of olcay çetinkaya play in?,Bank Asya 1.League,Q6019806,olcay çetinkaya,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,olcay çetinkaya --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Hasan Ozer play in?,Bank Asya 1.League,Q6091261,Hasan Ozer,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Hasan Ozer --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of hasan vezir play in?,Bank Asya 1.League,Q6094502,hasan vezir,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,hasan vezir --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Atilla Koca play in?,Bank Asya 1.League,Q612897,Atilla Koca,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Atilla Koca --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,"Which league does the team of Adın, Olcan play in?",Bank Asya 1.League,Q651954,"Adın, Olcan",Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,"Adın, Olcan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League"
pattern_e_team_league,Which league does the team of erhan kavak play in?,Bank Asya 1.League,Q692105,erhan kavak,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,erhan kavak --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of rıza şen play in?,Bank Asya 1.League,Q7386936,rıza şen,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,rıza şen --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Oguz Sabankay play in?,Bank Asya 1.League,Q740321,Oguz Sabankay,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Oguz Sabankay --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of sezer sezgin play in?,Bank Asya 1.League,Q7459445,sezer sezgin,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,sezer sezgin --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Tayfun Seven play in?,Bank Asya 1.League,Q7689784,Tayfun Seven,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Tayfun Seven --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of umut kekilli play in?,Bank Asya 1.League,Q7881870,umut kekilli,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,umut kekilli --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Ugur Erdogan play in?,Bank Asya 1.League,Q7905376,Ugur Erdogan,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Ugur Erdogan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of yağız göktuğ taşbulak play in?,Bank Asya 1.League,Q8050673,yağız göktuğ taşbulak,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,yağız göktuğ taşbulak --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Volkan Ekici play in?,Bank Asya 1.League,Q819832,Volkan Ekici,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Volkan Ekici --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Eser Yağmur play in?,Bank Asya 1.League,Q820148,Eser Yağmur,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,Eser Yağmur --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,"Which league does the team of selçuk şahin (footballer, born 1983) play in?",Bank Asya 1.League,Q823959,"selçuk şahin (footballer, born 1983)",Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,"selçuk şahin (footballer, born 1983) --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League"
pattern_e_team_league,Which league does the team of yavuz özkan (footballer) play in?,Bank Asya 1.League,Q946415,yavuz özkan (footballer),Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,yavuz özkan (footballer) --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of mahmut ertugrul taskiran play in?,Bank Asya 1.League,Q947940,mahmut ertugrul taskiran,Q1170018,Kartalspor,Q1141692,Bank Asya 1.League,mahmut ertugrul taskiran --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Irfan Buz play in?,TFF Third League,Q15979745,Irfan Buz,Q1187762,i̇stanbul maltepespor,Q1470401,TFF Third League,Irfan Buz --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of Senyil Mehmet Kutay play in?,TFF Third League,Q2567113,Senyil Mehmet Kutay,Q1187762,i̇stanbul maltepespor,Q1470401,TFF Third League,Senyil Mehmet Kutay --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of erdem özgenç play in?,TFF Third League,Q281384,erdem özgenç,Q1187762,i̇stanbul maltepespor,Q1470401,TFF Third League,erdem özgenç --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of Bülent Uzun play in?,TFF Third League,Q5005287,Bülent Uzun,Q1187762,i̇stanbul maltepespor,Q1470401,TFF Third League,Bülent Uzun --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of Ender Alkan play in?,TFF Third League,Q5376054,Ender Alkan,Q1187762,i̇stanbul maltepespor,Q1470401,TFF Third League,Ender Alkan --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of Aykut Akgün play in?,TFF Third League,Q543710,Aykut Akgün,Q1187762,i̇stanbul maltepespor,Q1470401,TFF Third League,Aykut Akgün --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of Engin Baytar play in?,TFF Third League,Q555091,Engin Baytar,Q1187762,i̇stanbul maltepespor,Q1470401,TFF Third League,Engin Baytar --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of guven guneri play in?,TFF Third League,Q5627176,guven guneri,Q1187762,i̇stanbul maltepespor,Q1470401,TFF Third League,guven guneri --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of mehmet budak play in?,TFF Second League/doc,Q10397140,mehmet budak,Q118919,eyüp sk,Q1780954,TFF Second League/doc,mehmet budak --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Fatih Ozturk Trabzonspor play in?,TFF Second League/doc,Q13256507,Fatih Ozturk Trabzonspor,Q118919,eyüp sk,Q1780954,TFF Second League/doc,Fatih Ozturk Trabzonspor --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of emre toraman play in?,TFF Second League/doc,Q1339601,emre toraman,Q118919,eyüp sk,Q1780954,TFF Second League/doc,emre toraman --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Emrullah Salk play in?,TFF Second League/doc,Q1339619,Emrullah Salk,Q118919,eyüp sk,Q1780954,TFF Second League/doc,Emrullah Salk --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Eren Aydin play in?,TFF Second League/doc,Q1349995,Eren Aydin,Q118919,eyüp sk,Q1780954,TFF Second League/doc,Eren Aydin --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of evren özyiğit play in?,TFF Second League/doc,Q1382648,evren özyiğit,Q118919,eyüp sk,Q1780954,TFF Second League/doc,evren özyiğit --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of kâmil altan play in?,TFF Second League/doc,Q16145548,kâmil altan,Q118919,eyüp sk,Q1780954,TFF Second League/doc,kâmil altan --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of volkan arslan play in?,TFF Second League/doc,Q1726558,volkan arslan,Q118919,eyüp sk,Q1780954,TFF Second League/doc,volkan arslan --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of mehmet aksu play in?,TFF Second League/doc,Q19975561,mehmet aksu,Q118919,eyüp sk,Q1780954,TFF Second League/doc,mehmet aksu --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Okan Salmaz play in?,TFF Second League/doc,Q2017096,Okan Salmaz,Q118919,eyüp sk,Q1780954,TFF Second League/doc,Okan Salmaz --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of sezgin coskun play in?,TFF Second League/doc,Q2276014,sezgin coskun,Q118919,eyüp sk,Q1780954,TFF Second League/doc,sezgin coskun --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Soner Ornek play in?,TFF Second League/doc,Q2301324,Soner Ornek,Q118919,eyüp sk,Q1780954,TFF Second League/doc,Soner Ornek --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of ali beratlıgil play in?,TFF Second League/doc,Q2479819,ali beratlıgil,Q118919,eyüp sk,Q1780954,TFF Second League/doc,ali beratlıgil --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of murat gürbüzerol play in?,TFF Second League/doc,Q264106,murat gürbüzerol,Q118919,eyüp sk,Q1780954,TFF Second League/doc,murat gürbüzerol --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Hasan Ali Durtuluk play in?,TFF Second League/doc,Q283012,Hasan Ali Durtuluk,Q118919,eyüp sk,Q1780954,TFF Second League/doc,Hasan Ali Durtuluk --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Onder Cengel play in?,TFF Second League/doc,Q297605,Onder Cengel,Q118919,eyüp sk,Q1780954,TFF Second League/doc,Onder Cengel --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of İlyas Kahraman play in?,TFF Second League/doc,Q3148834,İlyas Kahraman,Q118919,eyüp sk,Q1780954,TFF Second League/doc,İlyas Kahraman --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of güven cavus play in?,TFF Second League/doc,Q3318570,güven cavus,Q118919,eyüp sk,Q1780954,TFF Second League/doc,güven cavus --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Ender Günlü play in?,TFF Second League/doc,Q3525305,Ender Günlü,Q118919,eyüp sk,Q1780954,TFF Second League/doc,Ender Günlü --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Ahmet Dursun play in?,TFF Second League/doc,Q401817,Ahmet Dursun,Q118919,eyüp sk,Q1780954,TFF Second League/doc,Ahmet Dursun --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Ahmet Görkem Görk play in?,TFF Second League/doc,Q401848,Ahmet Görkem Görk,Q118919,eyüp sk,Q1780954,TFF Second League/doc,Ahmet Görkem Görk --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of ahmet saglam play in?,TFF Second League/doc,Q401921,ahmet saglam,Q118919,eyüp sk,Q1780954,TFF Second League/doc,ahmet saglam --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Furkan Aydin play in?,TFF Second League/doc,Q444853,Furkan Aydin,Q118919,eyüp sk,Q1780954,TFF Second League/doc,Furkan Aydin --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of altan aksoy play in?,TFF Second League/doc,Q4736141,altan aksoy,Q118919,eyüp sk,Q1780954,TFF Second League/doc,altan aksoy --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Arif Karaoğlan play in?,TFF Second League/doc,Q4790540,Arif Karaoğlan,Q118919,eyüp sk,Q1780954,TFF Second League/doc,Arif Karaoğlan --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
