question_type,question,answer,player_id,player_name,club_id,club_name,country_id,country_name,reasoning_path
pattern_a_team_country,Which country is the team of mehmet al in?,turkiye,Q1917306,mehmet al,Q1170018,Kartalspor,Q43,turkiye,mehmet al --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Mehmet Turkmehmet in?,turkiye,Q1917362,Mehmet Turkmehmet,Q1170018,Kartalspor,Q43,turkiye,Mehmet Turkmehmet --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Muhammed Türkmen in?,turkiye,Q1951914,Muhammed Türkmen,Q1170018,Kartalspor,Q43,turkiye,Muhammed Türkmen --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of olgay coskun in?,turkiye,Q2019770,olgay coskun,Q1170018,Kartalspor,Q43,turkiye,olgay coskun --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of oğuz dağlaroğlu in?,turkiye,Q2043168,oğuz dağlaroğlu,Q1170018,Kartalspor,Q43,turkiye,oğuz dağlaroğlu --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of emrullah güvenç in?,turkiye,Q2085193,emrullah güvenç,Q1170018,Kartalspor,Q43,turkiye,emrullah güvenç --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of volkan demirel in?,turkiye,Q209992,volkan demirel,Q1170018,Kartalspor,Q43,turkiye,volkan demirel --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of serkan ozsoy in?,turkiye,Q2273768,serkan ozsoy,Q1170018,Kartalspor,Q43,turkiye,serkan ozsoy --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of ugur akdemir in?,turkiye,Q2505079,ugur akdemir,Q1170018,Kartalspor,Q43,turkiye,ugur akdemir --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of erman özgür in?,turkiye,Q2542760,erman özgür,Q1170018,Kartalspor,Q43,turkiye,erman özgür --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of erdem özgenç in?,turkiye,Q281384,erdem özgenç,Q1170018,Kartalspor,Q43,turkiye,erdem özgenç --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of yasin celik in?,turkiye,Q2856378,yasin celik,Q1170018,Kartalspor,Q43,turkiye,yasin celik --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Murat Onur in?,turkiye,Q2947435,Murat Onur,Q1170018,Kartalspor,Q43,turkiye,Murat Onur --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Onder Cengel in?,turkiye,Q297605,Onder Cengel,Q1170018,Kartalspor,Q43,turkiye,Onder Cengel --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of ozden onguen in?,turkiye,Q307761,ozden onguen,Q1170018,Kartalspor,Q43,turkiye,ozden onguen --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Abdullah Karmil in?,turkiye,Q317678,Abdullah Karmil,Q1170018,Kartalspor,Q43,turkiye,Abdullah Karmil --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Umit Tutunci in?,turkiye,Q334864,Umit Tutunci,Q1170018,Kartalspor,Q43,turkiye,Umit Tutunci --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Iskender Alın in?,turkiye,Q344050,Iskender Alın,Q1170018,Kartalspor,Q43,turkiye,Iskender Alın --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Ayibogan in?,turkiye,Q347327,Ayibogan,Q1170018,Kartalspor,Q43,turkiye,Ayibogan --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of adem sari in?,turkiye,Q355687,adem sari,Q1170018,Kartalspor,Q43,turkiye,adem sari --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Erhan Senturk in?,turkiye,Q433099,Erhan Senturk,Q1170018,Kartalspor,Q43,turkiye,Erhan Senturk --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Cahit Paşa in?,turkiye,Q5017432,Cahit Paşa,Q1170018,Kartalspor,Q43,turkiye,Cahit Paşa --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Kürşat Duymuş in?,turkiye,Q523813,Kürşat Duymuş,Q1170018,Kartalspor,Q43,turkiye,Kürşat Duymuş --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Ender Alkan in?,turkiye,Q5376054,Ender Alkan,Q1170018,Kartalspor,Q43,turkiye,Ender Alkan --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Arif Şahin in?,turkiye,Q547786,Arif Şahin,Q1170018,Kartalspor,Q43,turkiye,Arif Şahin --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of guven guneri in?,turkiye,Q5627176,guven guneri,Q1170018,Kartalspor,Q43,turkiye,guven guneri --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of berkin kamil aslan in?,turkiye,Q588864,berkin kamil aslan,Q1170018,Kartalspor,Q43,turkiye,berkin kamil aslan --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of olcay çetinkaya in?,turkiye,Q6019806,olcay çetinkaya,Q1170018,Kartalspor,Q43,turkiye,olcay çetinkaya --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Hasan Ozer in?,turkiye,Q6091261,Hasan Ozer,Q1170018,Kartalspor,Q43,turkiye,Hasan Ozer --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of hasan vezir in?,turkiye,Q6094502,hasan vezir,Q1170018,Kartalspor,Q43,turkiye,hasan vezir --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Atilla Koca in?,turkiye,Q612897,Atilla Koca,Q1170018,Kartalspor,Q43,turkiye,Atilla Koca --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,"Which country is the team of Adın, Olcan in?",turkiye,Q651954,"Adın, Olcan",Q1170018,Kartalspor,Q43,turkiye,"Adın, Olcan --[member of sports team]--> Kartalspor --[country]--> turkiye"
pattern_a_team_country,Which country is the team of erhan kavak in?,turkiye,Q692105,erhan kavak,Q1170018,Kartalspor,Q43,turkiye,erhan kavak --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of rıza şen in?,turkiye,Q7386936,rıza şen,Q1170018,Kartalspor,Q43,turkiye,rıza şen --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Oguz Sabankay in?,turkiye,Q740321,Oguz Sabankay,Q1170018,Kartalspor,Q43,turkiye,Oguz Sabankay --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of sezer sezgin in?,turkiye,Q7459445,sezer sezgin,Q1170018,Kartalspor,Q43,turkiye,sezer sezgin --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Tayfun Seven in?,turkiye,Q7689784,Tayfun Seven,Q1170018,Kartalspor,Q43,turkiye,Tayfun Seven --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of umut kekilli in?,turkiye,Q7881870,umut kekilli,Q1170018,Kartalspor,Q43,turkiye,umut kekilli --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Ugur Erdogan in?,turkiye,Q7905376,Ugur Erdogan,Q1170018,Kartalspor,Q43,turkiye,Ugur Erdogan --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of yağız göktuğ taşbulak in?,turkiye,Q8050673,yağız göktuğ taşbulak,Q1170018,Kartalspor,Q43,turkiye,yağız göktuğ taşbulak --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Volkan Ekici in?,turkiye,Q819832,Volkan Ekici,Q1170018,Kartalspor,Q43,turkiye,Volkan Ekici --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Eser Yağmur in?,turkiye,Q820148,Eser Yağmur,Q1170018,Kartalspor,Q43,turkiye,Eser Yağmur --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,"Which country is the team of selçuk şahin (footballer, born 1983) in?",turkiye,Q823959,"selçuk şahin (footballer, born 1983)",Q1170018,Kartalspor,Q43,turkiye,"selçuk şahin (footballer, born 1983) --[member of sports team]--> Kartalspor --[country]--> turkiye"
pattern_a_team_country,Which country is the team of yavuz özkan (footballer) in?,turkiye,Q946415,yavuz özkan (footballer),Q1170018,Kartalspor,Q43,turkiye,yavuz özkan (footballer) --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of mahmut ertugrul taskiran in?,turkiye,Q947940,mahmut ertugrul taskiran,Q1170018,Kartalspor,Q43,turkiye,mahmut ertugrul taskiran --[member of sports team]--> Kartalspor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Irfan Buz in?,turkiye,Q15979745,Irfan Buz,Q1187762,i̇stanbul maltepespor,Q43,turkiye,Irfan Buz --[member of sports team]--> i̇stanbul maltepespor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Senyil Mehmet Kutay in?,turkiye,Q2567113,Senyil Mehmet Kutay,Q1187762,i̇stanbul maltepespor,Q43,turkiye,Senyil Mehmet Kutay --[member of sports team]--> i̇stanbul maltepespor --[country]--> turkiye
pattern_a_team_country,Which country is the team of erdem özgenç in?,turkiye,Q281384,erdem özgenç,Q1187762,i̇stanbul maltepespor,Q43,turkiye,erdem özgenç --[member of sports team]--> i̇stanbul maltepespor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Bülent Uzun in?,turkiye,Q5005287,Bülent Uzun,Q1187762,i̇stanbul maltepespor,Q43,turkiye,Bülent Uzun --[member of sports team]--> i̇stanbul maltepespor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Ender Alkan in?,turkiye,Q5376054,Ender Alkan,Q1187762,i̇stanbul maltepespor,Q43,turkiye,Ender Alkan --[member of sports team]--> i̇stanbul maltepespor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Aykut Akgün in?,turkiye,Q543710,Aykut Akgün,Q1187762,i̇stanbul maltepespor,Q43,turkiye,Aykut Akgün --[member of sports team]--> i̇stanbul maltepespor --[country]--> turkiye
pattern_a_team_country,Which country is the team of Engin Baytar in?,turkiye,Q555091,Engin Baytar,Q1187762,i̇stanbul maltepespor,Q43,turkiye,Engin Baytar --[member of sports team]--> i̇stanbul maltepespor --[country]--> turkiye
pattern_a_team_country,Which country is the team of guven guneri in?,turkiye,Q5627176,guven guneri,Q1187762,i̇stanbul maltepespor,Q43,turkiye,guven guneri --[member of sports team]--> i̇stanbul maltepespor --[country]--> turkiye
pattern_a_team_country,Which country is the team of mehmet budak in?,turkiye,Q10397140,mehmet budak,Q118919,eyüp sk,Q43,turkiye,mehmet budak --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of Fatih Ozturk Trabzonspor in?,turkiye,Q13256507,Fatih Ozturk Trabzonspor,Q118919,eyüp sk,Q43,turkiye,Fatih Ozturk Trabzonspor --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of emre toraman in?,turkiye,Q1339601,emre toraman,Q118919,eyüp sk,Q43,turkiye,emre toraman --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of Emrullah Salk in?,turkiye,Q1339619,Emrullah Salk,Q118919,eyüp sk,Q43,turkiye,Emrullah Salk --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of Eren Aydin in?,turkiye,Q1349995,Eren Aydin,Q118919,eyüp sk,Q43,turkiye,Eren Aydin --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of evren özyiğit in?,turkiye,Q1382648,evren özyiğit,Q118919,eyüp sk,Q43,turkiye,evren özyiğit --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of kâmil altan in?,turkiye,Q16145548,kâmil altan,Q118919,eyüp sk,Q43,turkiye,kâmil altan --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of volkan arslan in?,turkiye,Q1726558,volkan arslan,Q118919,eyüp sk,Q43,turkiye,volkan arslan --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of mehmet aksu in?,turkiye,Q19975561,mehmet aksu,Q118919,eyüp sk,Q43,turkiye,mehmet aksu --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of Okan Salmaz in?,turkiye,Q2017096,Okan Salmaz,Q118919,eyüp sk,Q43,turkiye,Okan Salmaz --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of sezgin coskun in?,turkiye,Q2276014,sezgin coskun,Q118919,eyüp sk,Q43,turkiye,sezgin coskun --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of Soner Ornek in?,turkiye,Q2301324,Soner Ornek,Q118919,eyüp sk,Q43,turkiye,Soner Ornek --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of ali beratlıgil in?,turkiye,Q2479819,ali beratlıgil,Q118919,eyüp sk,Q43,turkiye,ali beratlıgil --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of murat gürbüzerol in?,turkiye,Q264106,murat gürbüzerol,Q118919,eyüp sk,Q43,turkiye,murat gürbüzerol --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of Hasan Ali Durtuluk in?,turkiye,Q283012,Hasan Ali Durtuluk,Q118919,eyüp sk,Q43,turkiye,Hasan Ali Durtuluk --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of Onder Cengel in?,turkiye,Q297605,Onder Cengel,Q118919,eyüp sk,Q43,turkiye,Onder Cengel --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of İlyas Kahraman in?,turkiye,Q3148834,İlyas Kahraman,Q118919,eyüp sk,Q43,turkiye,İlyas Kahraman --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of güven cavus in?,turkiye,Q3318570,güven cavus,Q118919,eyüp sk,Q43,turkiye,güven cavus --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of Ender Günlü in?,turkiye,Q3525305,Ender Günlü,Q118919,eyüp sk,Q43,turkiye,Ender Günlü --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of Ahmet Dursun in?,turkiye,Q401817,Ahmet Dursun,Q118919,eyüp sk,Q43,turkiye,Ahmet Dursun --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of Ahmet Görkem Görk in?,turkiye,Q401848,Ahmet Görkem Görk,Q118919,eyüp sk,Q43,turkiye,Ahmet Görkem Görk --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of ahmet saglam in?,turkiye,Q401921,ahmet saglam,Q118919,eyüp sk,Q43,turkiye,ahmet saglam --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of Furkan Aydin in?,turkiye,Q444853,Furkan Aydin,Q118919,eyüp sk,Q43,turkiye,Furkan Aydin --[member of sports team]--> eyüp sk --[country]--> turkiye
pattern_a_team_country,Which country is the team of altan aksoy in?,turkiye,Q4736141,altan aksoy,Q118919,eyüp sk,Q43,turkiye,altan aksoy --[member of sports team]--> eyüp sk --[country]--> turkiye
