question_id,question_text,reasoning_path,gold_answer,difficulty,domain,question_type
2-HOP_EDUCATED_AT_COUNTRY_040,Yasemin Dalkılıç'ın mezun olduğu üniversitenin ülkesi neresidir?,Yasemin Dalkılıç -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_041,nabi avci'ın mezun olduğu üniversitenin ülkesi neresidir?,nabi avci -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_042,Fikri Işık'ın mezun olduğu üniversitenin ülkesi neresidir?,Fikri Işık -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_043,Ahmet Bozer'ın mezun olduğu üniversitenin ülkesi neresidir?,Ahmet Bozer -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_044,erdem duhan ozensoy'ın mezun olduğu üniversitenin ülkesi neresidir?,erdem duhan ozensoy -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_045,Ahmet Akça'ın mezun olduğu üniversitenin ülkesi neresidir?,Ahmet Akça -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_046,Mehmet Hilmi Gueler'ın mezun olduğu üniversitenin ülkesi neresidir?,Mehmet Hilmi Gueler -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_047,cuneyd duzyol'ın mezun olduğu üniversitenin ülkesi neresidir?,cuneyd duzyol -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_048,selin sayek böke'ın mezun olduğu üniversitenin ülkesi neresidir?,selin sayek böke -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_049,öztürk yılmaz'ın mezun olduğu üniversitenin ülkesi neresidir?,öztürk yılmaz -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_050,forty rules of love'ın mezun olduğu üniversitenin ülkesi neresidir?,forty rules of love -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_051,Cevdet Yılmaz'ın mezun olduğu üniversitenin ülkesi neresidir?,Cevdet Yılmaz -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_052,naside gozde durmus'ın mezun olduğu üniversitenin ülkesi neresidir?,naside gozde durmus -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_053,Nilüfer Göle'ın mezun olduğu üniversitenin ülkesi neresidir?,Nilüfer Göle -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_054,can dundar'ın mezun olduğu üniversitenin ülkesi neresidir?,can dundar -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_055,aylin nazlıaka'ın mezun olduğu üniversitenin ülkesi neresidir?,aylin nazlıaka -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_056,durmus demir'ın mezun olduğu üniversitenin ülkesi neresidir?,durmus demir -> educated at -> Middle Eastern Technical University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_057,Haluk Dincer'ın mezun olduğu üniversitenin ülkesi neresidir?,Haluk Dincer -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_058,Galip Kulaksızoğlu'ın mezun olduğu üniversitenin ülkesi neresidir?,Galip Kulaksızoğlu -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_059,Okay Gönensin'ın mezun olduğu üniversitenin ülkesi neresidir?,Okay Gönensin -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_060,sönmez köksal'ın mezun olduğu üniversitenin ülkesi neresidir?,sönmez köksal -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_061,sedat simavi'ın mezun olduğu üniversitenin ülkesi neresidir?,sedat simavi -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_062,erol guney'ın mezun olduğu üniversitenin ülkesi neresidir?,erol guney -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_063,Murat Yalcintas'ın mezun olduğu üniversitenin ülkesi neresidir?,Murat Yalcintas -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_064,tuncay özilhan'ın mezun olduğu üniversitenin ülkesi neresidir?,tuncay özilhan -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_065,enis batur'ın mezun olduğu üniversitenin ülkesi neresidir?,enis batur -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_066,Ali Fuat Cebesoy'ın mezun olduğu üniversitenin ülkesi neresidir?,Ali Fuat Cebesoy -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_067,Faik Öztrak'ın mezun olduğu üniversitenin ülkesi neresidir?,Faik Öztrak -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_068,selim koray'ın mezun olduğu üniversitenin ülkesi neresidir?,selim koray -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_069,ziya songulen'ın mezun olduğu üniversitenin ülkesi neresidir?,ziya songulen -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_070,Cahit Sıtkı Tarancı'ın mezun olduğu üniversitenin ülkesi neresidir?,Cahit Sıtkı Tarancı -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_071,faruk ilgaz'ın mezun olduğu üniversitenin ülkesi neresidir?,faruk ilgaz -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_072,murat sokmenoglu'ın mezun olduğu üniversitenin ülkesi neresidir?,murat sokmenoglu -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_073,osman necmi gürmen'ın mezun olduğu üniversitenin ülkesi neresidir?,osman necmi gürmen -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_074,attila askar'ın mezun olduğu üniversitenin ülkesi neresidir?,attila askar -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_075,Aydemir Gueler'ın mezun olduğu üniversitenin ülkesi neresidir?,Aydemir Gueler -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_076,basar sabuncu'ın mezun olduğu üniversitenin ülkesi neresidir?,basar sabuncu -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_077,hiram abas'ın mezun olduğu üniversitenin ülkesi neresidir?,hiram abas -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_078,ali cafer çağatay'ın mezun olduğu üniversitenin ülkesi neresidir?,ali cafer çağatay -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_079,Gökşin Sipahioğlu'ın mezun olduğu üniversitenin ülkesi neresidir?,Gökşin Sipahioğlu -> educated at -> lycée saint-joseph -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_080,Tuelay Tugcu'ın mezun olduğu üniversitenin ülkesi neresidir?,Tuelay Tugcu -> educated at -> TED Ankara Koleji -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_081,Nazlı Ilıcak'ın mezun olduğu üniversitenin ülkesi neresidir?,Nazlı Ilıcak -> educated at -> TED Ankara Koleji -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_082,guler sabanci'ın mezun olduğu üniversitenin ülkesi neresidir?,guler sabanci -> educated at -> TED Ankara Koleji -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_083,aydın menderes'ın mezun olduğu üniversitenin ülkesi neresidir?,aydın menderes -> educated at -> TED Ankara Koleji -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_084,Akın Öztürk'ın mezun olduğu üniversitenin ülkesi neresidir?,Akın Öztürk -> educated at -> turkish air force academy -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_085,the caravan moves on'ın mezun olduğu üniversitenin ülkesi neresidir?,the caravan moves on -> educated at -> turkish air force academy -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_086,Çetin Doğan'ın mezun olduğu üniversitenin ülkesi neresidir?,Çetin Doğan -> educated at -> Ottoman War Academy -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_087,Recep Peker'ın mezun olduğu üniversitenin ülkesi neresidir?,Recep Peker -> educated at -> Ottoman War Academy -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_088,Yosıf Aqçura'ın mezun olduğu üniversitenin ülkesi neresidir?,Yosıf Aqçura -> educated at -> Ottoman War Academy -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_089,Cengiz Topel'ın mezun olduğu üniversitenin ülkesi neresidir?,Cengiz Topel -> educated at -> Ottoman War Academy -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_090,Ahmed İzzet Paşa'ın mezun olduğu üniversitenin ülkesi neresidir?,Ahmed İzzet Paşa -> educated at -> Ottoman War Academy -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_091,zeki paşa'ın mezun olduğu üniversitenin ülkesi neresidir?,zeki paşa -> educated at -> Ottoman War Academy -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_092,behiç erkin'ın mezun olduğu üniversitenin ülkesi neresidir?,behiç erkin -> educated at -> Ottoman War Academy -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_093,mustapha kemal pasha'ın mezun olduğu üniversitenin ülkesi neresidir?,mustapha kemal pasha -> educated at -> Ottoman War Academy -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_094,huseyin capkin'ın mezun olduğu üniversitenin ülkesi neresidir?,huseyin capkin -> educated at -> turkish national police academy -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_095,Nazim Hikmet Ran'ın mezun olduğu üniversitenin ülkesi neresidir?,Nazim Hikmet Ran -> educated at -> naval high school (turkey) -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_096,sevim burak'ın mezun olduğu üniversitenin ülkesi neresidir?,sevim burak -> educated at -> Alman Lisesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_097,Bulent Eczacibasi'ın mezun olduğu üniversitenin ülkesi neresidir?,Bulent Eczacibasi -> educated at -> Alman Lisesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_098,yavuz karamollaoğlu'ın mezun olduğu üniversitenin ülkesi neresidir?,yavuz karamollaoğlu -> educated at -> Trakya Üniversitesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_099,Gülderen Çelik'ın mezun olduğu üniversitenin ülkesi neresidir?,Gülderen Çelik -> educated at -> Trakya Üniversitesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_100,tuvana türkay'ın mezun olduğu üniversitenin ülkesi neresidir?,tuvana türkay -> educated at -> Beykent University -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_101,gültekin uysal'ın mezun olduğu üniversitenin ülkesi neresidir?,gültekin uysal -> educated at -> Bilkent Universitesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_102,hakan fidan'ın mezun olduğu üniversitenin ülkesi neresidir?,hakan fidan -> educated at -> Bilkent Universitesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_103,Halil Inalcik'ın mezun olduğu üniversitenin ülkesi neresidir?,Halil Inalcik -> educated at -> Bilkent Universitesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_104,vuslat dogan sabanci'ın mezun olduğu üniversitenin ülkesi neresidir?,vuslat dogan sabanci -> educated at -> Bilkent Universitesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_105,haluk akakce'ın mezun olduğu üniversitenin ülkesi neresidir?,haluk akakce -> educated at -> Bilkent Universitesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_106,tayfun sönmez'ın mezun olduğu üniversitenin ülkesi neresidir?,tayfun sönmez -> educated at -> Bilkent Universitesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_107,neslihan senocak'ın mezun olduğu üniversitenin ülkesi neresidir?,neslihan senocak -> educated at -> Bilkent Universitesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_108,tuğçe özbudak'ın mezun olduğu üniversitenin ülkesi neresidir?,tuğçe özbudak -> educated at -> Bilkent Universitesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_109,betül sayan kaya'ın mezun olduğu üniversitenin ülkesi neresidir?,betül sayan kaya -> educated at -> Bilkent Universitesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_110,Tamer Karadagli'ın mezun olduğu üniversitenin ülkesi neresidir?,Tamer Karadagli -> educated at -> Bilkent Universitesi -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_111,enis berberoğlu'ın mezun olduğu üniversitenin ülkesi neresidir?,enis berberoğlu -> educated at -> st. george's austrian high school -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_112,Ahmed Davutoglu'ın mezun olduğu üniversitenin ülkesi neresidir?,Ahmed Davutoglu -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_113,feridun hadi sinirlioğlu'ın mezun olduğu üniversitenin ülkesi neresidir?,feridun hadi sinirlioğlu -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_114,murat gülsoy'ın mezun olduğu üniversitenin ülkesi neresidir?,murat gülsoy -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_115,Nuray mert'ın mezun olduğu üniversitenin ülkesi neresidir?,Nuray mert -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_116,nuri otay'ın mezun olduğu üniversitenin ülkesi neresidir?,nuri otay -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_117,Oya Eczacıbaşı'ın mezun olduğu üniversitenin ülkesi neresidir?,Oya Eczacıbaşı -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_118,nuri bilge ceylan'ın mezun olduğu üniversitenin ülkesi neresidir?,nuri bilge ceylan -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_119,cem yilmaz'ın mezun olduğu üniversitenin ülkesi neresidir?,cem yilmaz -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_120,tamer başar'ın mezun olduğu üniversitenin ülkesi neresidir?,tamer başar -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_121,enis berberoğlu'ın mezun olduğu üniversitenin ülkesi neresidir?,enis berberoğlu -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_122,Baybars Altuntas'ın mezun olduğu üniversitenin ülkesi neresidir?,Baybars Altuntas -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_123,a. sumru ozsoy'ın mezun olduğu üniversitenin ülkesi neresidir?,a. sumru ozsoy -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_124,Yener Sonusen'ın mezun olduğu üniversitenin ülkesi neresidir?,Yener Sonusen -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_125,abdulhamit bilici'ın mezun olduğu üniversitenin ülkesi neresidir?,abdulhamit bilici -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_126,çiller'ın mezun olduğu üniversitenin ülkesi neresidir?,çiller -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_127,burhanettin duran'ın mezun olduğu üniversitenin ülkesi neresidir?,burhanettin duran -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_128,ravza kavakcı kan'ın mezun olduğu üniversitenin ülkesi neresidir?,ravza kavakcı kan -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_129,murat çetinkaya'ın mezun olduğu üniversitenin ülkesi neresidir?,murat çetinkaya -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_130,Harun Tekin'ın mezun olduğu üniversitenin ülkesi neresidir?,Harun Tekin -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_131,ahmet yalcinkaya'ın mezun olduğu üniversitenin ülkesi neresidir?,ahmet yalcinkaya -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_132,guler sabanci'ın mezun olduğu üniversitenin ülkesi neresidir?,guler sabanci -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_133,Asli Erdogan'ın mezun olduğu üniversitenin ülkesi neresidir?,Asli Erdogan -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_134,nil karaibrahimgil'ın mezun olduğu üniversitenin ülkesi neresidir?,nil karaibrahimgil -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_135,asena tugal'ın mezun olduğu üniversitenin ülkesi neresidir?,asena tugal -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_136,Bulent Senver'ın mezun olduğu üniversitenin ülkesi neresidir?,Bulent Senver -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_137,arzuhan yalçindag'ın mezun olduğu üniversitenin ülkesi neresidir?,arzuhan yalçindag -> educated at -> bogazici university -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_138,Turgut Cansever'ın mezun olduğu üniversitenin ülkesi neresidir?,Turgut Cansever -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_139,Orhan Karaveli'ın mezun olduğu üniversitenin ülkesi neresidir?,Orhan Karaveli -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_140,Beril Dedeoglu'ın mezun olduğu üniversitenin ülkesi neresidir?,Beril Dedeoglu -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_141,Ali Rana Tarhan'ın mezun olduğu üniversitenin ülkesi neresidir?,Ali Rana Tarhan -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_142,melih rauf esenbel'ın mezun olduğu üniversitenin ülkesi neresidir?,melih rauf esenbel -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_143,cengiz aktar'ın mezun olduğu üniversitenin ülkesi neresidir?,cengiz aktar -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_144,Ercüment Ekrem Talu'ın mezun olduğu üniversitenin ülkesi neresidir?,Ercüment Ekrem Talu -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_145,Refi Cevat Ulunay'ın mezun olduğu üniversitenin ülkesi neresidir?,Refi Cevat Ulunay -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_146,Hamdullah Suphi'ın mezun olduğu üniversitenin ülkesi neresidir?,Hamdullah Suphi -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_147,Mehmet Ali Aybar'ın mezun olduğu üniversitenin ülkesi neresidir?,Mehmet Ali Aybar -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_148,orhan boran'ın mezun olduğu üniversitenin ülkesi neresidir?,orhan boran -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_149,Daron Acemoğlu'ın mezun olduğu üniversitenin ülkesi neresidir?,Daron Acemoğlu -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_150,tuna kiremitci'ın mezun olduğu üniversitenin ülkesi neresidir?,tuna kiremitci -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_151,Semavi Eyice'ın mezun olduğu üniversitenin ülkesi neresidir?,Semavi Eyice -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_152,orhan veli kanık'ın mezun olduğu üniversitenin ülkesi neresidir?,orhan veli kanık -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_153,feza gursey'ın mezun olduğu üniversitenin ülkesi neresidir?,feza gursey -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_154,nurullah ataç'ın mezun olduğu üniversitenin ülkesi neresidir?,nurullah ataç -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_155,selim sırrı tarcan'ın mezun olduğu üniversitenin ülkesi neresidir?,selim sırrı tarcan -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_156,Nedim Gursel'ın mezun olduğu üniversitenin ülkesi neresidir?,Nedim Gursel -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_157,Nazim Hikmet Ran'ın mezun olduğu üniversitenin ülkesi neresidir?,Nazim Hikmet Ran -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_158,Niyazi Öktem'ın mezun olduğu üniversitenin ülkesi neresidir?,Niyazi Öktem -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_159,Atalay Filiz'ın mezun olduğu üniversitenin ülkesi neresidir?,Atalay Filiz -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
2-HOP_EDUCATED_AT_COUNTRY_160,çetin altan'ın mezun olduğu üniversitenin ülkesi neresidir?,çetin altan -> educated at -> Galatasaray Lyceum -> country -> turkiye,turkiye,2-hop,academia,educated_at_country
