question_type,question,answer,player_id,player_name,pos_id,pos_name,reasoning_path
pattern_d_player_position,What position does Ümit Yücel Eminoğlu play?,Right-half,Q17385882,Ümit Yücel Eminoğlu,Q193592,Right-half,Ümit Yücel Eminoğlu --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does kenan ozer play?,Right-half,Q1738690,kenan ozer,Q193592,Right-half,kenan ozer --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does mehmet sığırcı play?,Right-half,Q17418255,mehmet sığırcı,Q193592,Right-half,mehmet sığırcı --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Mehmet Tas play?,Right-half,Q17418282,Mehmet Tas,Q193592,Right-half,Mehmet Tas --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Osman Denizci play?,Right-half,Q17431648,Osman Denizci,Q193592,Right-half,Osman Denizci --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does ferhat yazgan play?,Right-half,Q17432155,ferhat yazgan,Q193592,Right-half,ferhat yazgan --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does buse güngör play?,Right-half,Q17466116,buse güngör,Q193592,Right-half,buse güngör --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Umran Ozev play?,Right-half,Q17466592,Umran Ozev,Q193592,Right-half,Umran Ozev --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Köksal Yedek play?,Right-half,Q1748946,Köksal Yedek,Q193592,Right-half,Köksal Yedek --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does emrah cebeci play?,Right-half,Q17509027,emrah cebeci,Q193592,Right-half,emrah cebeci --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Emre Akbaba play?,Right-half,Q17540063,Emre Akbaba,Q193592,Right-half,Emre Akbaba --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does i̇rfan kahveci play?,Right-half,Q17708749,i̇rfan kahveci,Q193592,Right-half,i̇rfan kahveci --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Fahri Tatan play?,Right-half,Q178148,Fahri Tatan,Q193592,Right-half,Fahri Tatan --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Adem Guven play?,Right-half,Q1796908,Adem Guven,Q193592,Right-half,Adem Guven --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Muhammed Mert play?,Right-half,Q18012228,Muhammed Mert,Q193592,Right-half,Muhammed Mert --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Dzhemal Kyzylatesh play?,Right-half,Q18066902,Dzhemal Kyzylatesh,Q193592,Right-half,Dzhemal Kyzylatesh --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Tolcay Ciğerci play?,Right-half,Q18122813,Tolcay Ciğerci,Q193592,Right-half,Tolcay Ciğerci --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does levent devrim play?,Right-half,Q1821769,levent devrim,Q193592,Right-half,levent devrim --[position played on team / speciality]--> Right-half
pattern_d_player_position,"What position does Kilinc, David play?",Right-half,Q18411280,"Kilinc, David",Q193592,Right-half,"Kilinc, David --[position played on team / speciality]--> Right-half"
pattern_d_player_position,What position does yüksel sariyar play?,Right-half,Q185249,yüksel sariyar,Q193592,Right-half,yüksel sariyar --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Serhat Koksal play?,Right-half,Q1854412,Serhat Koksal,Q193592,Right-half,Serhat Koksal --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does yekta kurtulus play?,Right-half,Q1858457,yekta kurtulus,Q193592,Right-half,yekta kurtulus --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Fatma Serdar play?,Right-half,Q18619480,Fatma Serdar,Q193592,Right-half,Fatma Serdar --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does gamze bezan play?,Right-half,Q18637167,gamze bezan,Q193592,Right-half,gamze bezan --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does fatos yildirim play?,Right-half,Q18638193,fatos yildirim,Q193592,Right-half,fatos yildirim --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does tuğba karataş play?,Right-half,Q18665691,tuğba karataş,Q193592,Right-half,tuğba karataş --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Lokman Gör play?,Right-half,Q1868561,Lokman Gör,Q193592,Right-half,Lokman Gör --[position played on team / speciality]--> Right-half
pattern_d_player_position,What position does Başak İçinözbebek play?,Right-half,Q18687895,Başak İçinözbebek,Q193592,Right-half,Başak İçinözbebek --[position played on team / speciality]--> Right-half
