question_type,question,answer,reasoning_path
pattern_c_team_home_venue,What is the home venue of the team of alper kalemci?,elazığ atatürk stadium,alper kalemci --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Murat Akyuez?,elazığ atatürk stadium,Murat Akyuez --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Erdinc Yavuz?,elazığ atatürk stadium,Erdinc Yavuz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Eren Aydin?,elazığ atatürk stadium,Eren Aydin --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Sinan Kaloglu?,elazığ atatürk stadium,Sinan Kaloglu --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of goksu turkdogan?,elazığ atatürk stadium,goksu turkdogan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Ferhat Odabaşı?,elazığ atatürk stadium,Ferhat Odabaşı --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Yavuz Eraydin?,elazığ atatürk stadium,Yavuz Eraydin --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of erol erdal alkan?,elazığ atatürk stadium,erol erdal alkan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of hasan hakan hacıbektaşoğlu?,elazığ atatürk stadium,hasan hakan hacıbektaşoğlu --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of hakan söyler?,elazığ atatürk stadium,hakan söyler --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of halil akbunar?,elazığ atatürk stadium,halil akbunar --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of çağlayan alpsatan?,elazığ atatürk stadium,çağlayan alpsatan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of muhammed ali doğan?,elazığ atatürk stadium,muhammed ali doğan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Veysel Aksu?,elazığ atatürk stadium,Veysel Aksu --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Muhammet Akyildiz?,elazığ atatürk stadium,Muhammet Akyildiz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of kemal tokak?,elazığ atatürk stadium,kemal tokak --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Köksal Yedek?,elazığ atatürk stadium,Köksal Yedek --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of çağlar şahin akbaba?,elazığ atatürk stadium,çağlar şahin akbaba --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,"What is the home venue of the team of Kilinc, David?",elazığ atatürk stadium,"Kilinc, David --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium"
pattern_c_team_home_venue,What is the home venue of the team of Zeki Korkmaz?,elazığ atatürk stadium,Zeki Korkmaz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of mehmet al?,elazığ atatürk stadium,mehmet al --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Mehmet Turkmehmet?,elazığ atatürk stadium,Mehmet Turkmehmet --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of sözgelmez?,elazığ atatürk stadium,sözgelmez --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of miško mirkovic?,elazığ atatürk stadium,miško mirkovic --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Kulbilge?,elazığ atatürk stadium,Kulbilge --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of nurullah saglam?,elazığ atatürk stadium,nurullah saglam --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of oguzhan bahadir?,elazığ atatürk stadium,oguzhan bahadir --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Richard Kingson?,elazığ atatürk stadium,Richard Kingson --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Bahadir Ozturk?,elazığ atatürk stadium,Bahadir Ozturk --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,"What is the home venue of the team of ağçay, sedat?",elazığ atatürk stadium,"ağçay, sedat --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium"
pattern_c_team_home_venue,What is the home venue of the team of tolga özgen?,elazığ atatürk stadium,tolga özgen --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of zulkuf ozer?,elazığ atatürk stadium,zulkuf ozer --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Volkan Yilmaz?,elazığ atatürk stadium,Volkan Yilmaz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Yusuf Kurtulus?,elazığ atatürk stadium,Yusuf Kurtulus --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of ali gutda gokdemir?,elazığ atatürk stadium,ali gutda gokdemir --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of cağlar birinci?,elazığ atatürk stadium,cağlar birinci --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Mehmet Nas?,elazığ atatürk stadium,Mehmet Nas --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of sedat bayrak?,elazığ atatürk stadium,sedat bayrak --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Ersan Gueluem?,elazığ atatürk stadium,Ersan Gueluem --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Onder Cengel?,elazığ atatürk stadium,Onder Cengel --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Özgür Özkaya?,elazığ atatürk stadium,Özgür Özkaya --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of murat tosun?,elazığ atatürk stadium,murat tosun --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Mehmet Boztepe?,elazığ atatürk stadium,Mehmet Boztepe --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Aydin Karabulut?,elazığ atatürk stadium,Aydin Karabulut --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Umit Tutunci?,elazığ atatürk stadium,Umit Tutunci --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of ibrahim kas?,elazığ atatürk stadium,ibrahim kas --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of İlker Avcıbay?,elazığ atatürk stadium,İlker Avcıbay --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Adem Alkasi?,elazığ atatürk stadium,Adem Alkasi --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Ahmet Görkem Görk?,elazığ atatürk stadium,Ahmet Görkem Görk --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Ahmet Şahin (footballer)?,elazığ atatürk stadium,Ahmet Şahin (footballer) --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of mustafa sarp?,elazığ atatürk stadium,mustafa sarp --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of rıdvan şimşek?,elazığ atatürk stadium,rıdvan şimşek --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Serdar Gürler?,elazığ atatürk stadium,Serdar Gürler --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of ali olmez?,elazığ atatürk stadium,ali olmez --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of sezer badur?,elazığ atatürk stadium,sezer badur --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of bulent bal?,elazığ atatürk stadium,bulent bal --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of bülent ertuğrul?,elazığ atatürk stadium,bülent ertuğrul --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of erhan namlı?,elazığ atatürk stadium,erhan namlı --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Erman Öncü?,elazığ atatürk stadium,Erman Öncü --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of ertugrul arslan?,elazığ atatürk stadium,ertugrul arslan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Feridun Sungur?,elazığ atatürk stadium,Feridun Sungur --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Arif Şahin?,elazığ atatürk stadium,Arif Şahin --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of sinan ozkan?,elazığ atatürk stadium,sinan ozkan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of atilla yıldırım?,elazığ atatürk stadium,atilla yıldırım --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of guven guneri?,elazığ atatürk stadium,guven guneri --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Serdar Ozkan?,elazığ atatürk stadium,Serdar Ozkan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of berk yıldız?,elazığ atatürk stadium,berk yıldız --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Hasan Ozer?,elazığ atatürk stadium,Hasan Ozer --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Kemal Ozdes?,elazığ atatürk stadium,Kemal Ozdes --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of erman kılıç?,elazığ atatürk stadium,erman kılıç --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Tanju Kayhan?,elazığ atatürk stadium,Tanju Kayhan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Korhan Ozturk?,elazığ atatürk stadium,Korhan Ozturk --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Taner Yalcin?,elazığ atatürk stadium,Taner Yalcin --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Muharrem Uz?,elazığ atatürk stadium,Muharrem Uz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of murat selvi?,elazığ atatürk stadium,murat selvi --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of noyan öz?,elazığ atatürk stadium,noyan öz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Oktay Kuday?,elazığ atatürk stadium,Oktay Kuday --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Deniz Yılmaz?,elazığ atatürk stadium,Deniz Yılmaz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of mehmet cakir?,elazığ atatürk stadium,mehmet cakir --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of atacan ozturk?,elazığ atatürk stadium,atacan ozturk --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Taner Demirbas?,elazığ atatürk stadium,Taner Demirbas --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of serdar ozbayraktar?,elazığ atatürk stadium,serdar ozbayraktar --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Onur Ayık?,elazığ atatürk stadium,Onur Ayık --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Batuhan Karadeniz?,elazığ atatürk stadium,Batuhan Karadeniz --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Eser Yağmur?,elazığ atatürk stadium,Eser Yağmur --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Murat Kalkan?,elazığ atatürk stadium,Murat Kalkan --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of kenan şahin (footballer)?,elazığ atatürk stadium,kenan şahin (footballer) --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Birol Hikmet?,elazığ atatürk stadium,Birol Hikmet --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of Orkun Uşak?,elazığ atatürk stadium,Orkun Uşak --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of orhan ak?,elazığ atatürk stadium,orhan ak --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of ismail isa mustafa?,elazığ atatürk stadium,ismail isa mustafa --[member of sports team]--> sanica boru elâzığspor --[home venue]--> elazığ atatürk stadium
pattern_c_team_home_venue,What is the home venue of the team of tarik altuntas?,Buca Arena,tarik altuntas --[member of sports team]--> balçova belediyespor --[home venue]--> Buca Arena
pattern_c_team_home_venue,What is the home venue of the team of kadir ari?,Buca Arena,kadir ari --[member of sports team]--> balçova belediyespor --[home venue]--> Buca Arena
pattern_c_team_home_venue,What is the home venue of the team of Bulut Basmaz?,Manisa 19 Mayis Stadium,Bulut Basmaz --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of burak ozsarac?,Manisa 19 Mayis Stadium,burak ozsarac --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Bülent Cevahir?,Manisa 19 Mayis Stadium,Bülent Cevahir --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of gürol gündüz azer?,Manisa 19 Mayis Stadium,gürol gündüz azer --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of ömer közen?,Manisa 19 Mayis Stadium,ömer közen --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of cem sultan (footballer)?,Manisa 19 Mayis Stadium,cem sultan (footballer) --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of i̇hsan poyraz?,Manisa 19 Mayis Stadium,i̇hsan poyraz --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Semavi Özgür?,Manisa 19 Mayis Stadium,Semavi Özgür --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of gokhan emreciksin?,Manisa 19 Mayis Stadium,gokhan emreciksin --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of umut sozen?,Manisa 19 Mayis Stadium,umut sozen --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Fevzi Tuncay?,Manisa 19 Mayis Stadium,Fevzi Tuncay --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of eray ataseven?,Manisa 19 Mayis Stadium,eray ataseven --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Eren Aydin?,Manisa 19 Mayis Stadium,Eren Aydin --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Ergin Keles?,Manisa 19 Mayis Stadium,Ergin Keles --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of hikmet balioğlu?,Manisa 19 Mayis Stadium,hikmet balioğlu --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of yaser yildiz?,Manisa 19 Mayis Stadium,yaser yildiz --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Sinan Kaloglu?,Manisa 19 Mayis Stadium,Sinan Kaloglu --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Fatih Yilmaz?,Manisa 19 Mayis Stadium,Fatih Yilmaz --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of tolga doğantez?,Manisa 19 Mayis Stadium,tolga doğantez --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Onur Karakabak?,Manisa 19 Mayis Stadium,Onur Karakabak --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of oguzhan kayar?,Manisa 19 Mayis Stadium,oguzhan kayar --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of güven varol?,Manisa 19 Mayis Stadium,güven varol --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of hakan turan?,Manisa 19 Mayis Stadium,hakan turan --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Mahmut Yilmaz?,Manisa 19 Mayis Stadium,Mahmut Yilmaz --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of ahmet aras?,Manisa 19 Mayis Stadium,ahmet aras --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Canberk Dilaver?,Manisa 19 Mayis Stadium,Canberk Dilaver --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Huseyin Tok?,Manisa 19 Mayis Stadium,Huseyin Tok --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of huseyin yogurtcu?,Manisa 19 Mayis Stadium,huseyin yogurtcu --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of yilmaz ozlem?,Manisa 19 Mayis Stadium,yilmaz ozlem --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of metin aslan?,Manisa 19 Mayis Stadium,metin aslan --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Kemal Okyay?,Manisa 19 Mayis Stadium,Kemal Okyay --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Vedat İnceefe?,Manisa 19 Mayis Stadium,Vedat İnceefe --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of burak yilmaz?,Manisa 19 Mayis Stadium,burak yilmaz --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Murat Erdoğan?,Manisa 19 Mayis Stadium,Murat Erdoğan --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Mustafa Asan?,Manisa 19 Mayis Stadium,Mustafa Asan --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of okan koc?,Manisa 19 Mayis Stadium,okan koc --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of volkan babacan?,Manisa 19 Mayis Stadium,volkan babacan --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of sanver goymen?,Manisa 19 Mayis Stadium,sanver goymen --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of serkan ozsoy?,Manisa 19 Mayis Stadium,serkan ozsoy --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Ufukhan Bayraktar?,Manisa 19 Mayis Stadium,Ufukhan Bayraktar --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of murat gürbüzerol?,Manisa 19 Mayis Stadium,murat gürbüzerol --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Cagdas Atan?,Manisa 19 Mayis Stadium,Cagdas Atan --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Mehmet Nas?,Manisa 19 Mayis Stadium,Mehmet Nas --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Hasan Ali Durtuluk?,Manisa 19 Mayis Stadium,Hasan Ali Durtuluk --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Ersan Gueluem?,Manisa 19 Mayis Stadium,Ersan Gueluem --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of ömer aysan barış?,Manisa 19 Mayis Stadium,ömer aysan barış --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of hakan kadir balta?,Manisa 19 Mayis Stadium,hakan kadir balta --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Nizamettin Caliskan?,Manisa 19 Mayis Stadium,Nizamettin Caliskan --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Abdulkadir Özgen?,Manisa 19 Mayis Stadium,Abdulkadir Özgen --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Muhammed Akaguenduez?,Manisa 19 Mayis Stadium,Muhammed Akaguenduez --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
